iteration,accuracy,loss,lr,progress,timestamp
0.0,0.11099999397993088,0.0002400382380772894,0.01,0.0,
100.0,0.8201999664306641,9.336945291662352e-05,0.01,0.005,
200.0,0.8507999777793884,7.522699158650289e-05,0.01,0.01,
300.0,0.8684999942779541,6.805930698429072e-05,0.01,0.015,
400.0,0.875499963760376,6.405991348391704e-05,0.01,0.02,
500.0,0.880299985408783,6.18800370632734e-05,0.01,0.025,
600.0,0.8794999718666077,6.0282478713391054e-05,0.01,0.03,
700.0,0.8816999793052673,5.9380998782845096e-05,0.01,0.035,
800.0,0.8844999670982361,5.846164683782667e-05,0.01,0.04,
900.0,0.885699987411499,5.7809762928826405e-05,0.01,0.045,
1000.0,0.88919997215271,5.733829376812444e-05,0.01,0.05,
1100.0,0.8888999819755554,5.69145262498225e-05,0.01,0.055,
1200.0,0.8883999586105347,5.669186986197449e-05,0.01,0.06,
1300.0,0.8912000060081482,5.6215172118215164e-05,0.01,0.065,
1400.0,0.8901000022888184,5.586407883407625e-05,0.01,0.07,
1500.0,0.8921999931335449,5.560264466386869e-05,0.01,0.075,
1600.0,0.8912000060081482,5.55325899979452e-05,0.01,0.08,
1700.0,0.8916999697685242,5.556231280706908e-05,0.01,0.085,
1800.0,0.8942999839782715,5.5260666564290074e-05,0.01,0.09,
1900.0,0.8932999968528748,5.50975233720838e-05,0.01,0.095,
2000.0,0.8924999833106995,5.504554346125651e-05,0.01,0.1,
2100.0,0.8933999538421631,5.486878896780553e-05,0.01,0.105,
2200.0,0.8947999477386475,5.458113604270396e-05,0.01,0.11,
2300.0,0.8930999636650085,5.460503417674758e-05,0.01,0.115,
2400.0,0.894599974155426,5.452259808982015e-05,0.01,0.12,
2500.0,0.8948999643325806,5.439114103887394e-05,0.01,0.125,
2600.0,0.8942999839782715,5.434180886433077e-05,0.01,0.13,
2700.0,0.8950999975204468,5.4396610951267515e-05,0.01,0.135,
2800.0,0.8947999477386475,5.4094630904410936e-05,0.01,0.14,
2900.0,0.8971999883651733,5.4161740238937955e-05,0.01,0.145,
3000.0,0.8960999846458435,5.4110773841105577e-05,0.01,0.15,
3100.0,0.8940999507904053,5.428987356570712e-05,0.01,0.155,
3200.0,0.8941999673843384,5.421650390227422e-05,0.01,0.16,
3300.0,0.8933999538421631,5.410082696398623e-05,0.01,0.165,
3400.0,0.8953999876976013,5.405118083731589e-05,0.01,0.17,
3500.0,0.8955000042915344,5.390540290959103e-05,0.01,0.175,
3600.0,0.8949999809265137,5.3875241461521955e-05,0.01,0.18,
3700.0,0.8969999551773071,5.37326058918448e-05,0.01,0.185,
3800.0,0.8974999785423279,5.3661255087234965e-05,0.01,0.19,
3900.0,0.8955000042915344,5.372914732343503e-05,0.01,0.195,
4000.0,0.8955000042915344,5.3552145151377264e-05,0.01,0.2,
4100.0,0.8973000049591064,5.3745905539005855e-05,0.01,0.205,
4200.0,0.8960999846458435,5.354764489570645e-05,0.01,0.21,
4300.0,0.8938999772071838,5.3702497828009944e-05,0.01,0.215,
4400.0,0.8960999846458435,5.36372273889248e-05,0.01,0.22,
4500.0,0.8944000005722046,5.383503707944456e-05,0.01,0.225,
4600.0,0.8964999914169312,5.3659899063077834e-05,0.01,0.23,
4700.0,0.8955999612808228,5.3534717856099806e-05,0.01,0.235,
4800.0,0.8949999809265137,5.348301120084182e-05,0.01,0.24,
4900.0,0.8955000042915344,5.348945252947456e-05,0.01,0.245,
5000.0,0.8951999545097351,5.348051574945661e-05,0.01,0.25,
5100.0,0.8937999606132507,5.335146737621194e-05,0.01,0.255,
5200.0,0.8970999717712402,5.348615127612236e-05,0.01,0.26,
5300.0,0.8959999680519104,5.34403847988158e-05,0.01,0.265,
5400.0,0.897599995136261,5.346362267456923e-05,0.01,0.27,
5500.0,0.8965999484062195,5.336013247640296e-05,0.01,0.275,
5600.0,0.8965999484062195,5.34019624765712e-05,0.01,0.28,
5700.0,0.8955999612808228,5.355968768803098e-05,0.01,0.285,
5800.0,0.8956999778747559,5.331334521963698e-05,0.01,0.29,
5900.0,0.8942999839782715,5.321436077381252e-05,0.01,0.295,
6000.0,0.897599995136261,5.325993593818598e-05,0.01,0.3,
6100.0,0.8977999687194824,5.332545588387422e-05,0.01,0.305,
6200.0,0.897599995136261,5.335113592845046e-05,0.01,0.31,
6300.0,0.8971999883651733,5.3277722845394474e-05,0.01,0.315,
6400.0,0.896399974822998,5.3320037609474126e-05,0.01,0.32,
6500.0,0.8980000019073486,5.3295213496133936e-05,0.01,0.325,
6600.0,0.8982999920845032,5.33229272447072e-05,0.01,0.33,
6700.0,0.8947999477386475,5.332536431960993e-05,0.01,0.335,
6800.0,0.8955000042915344,5.329900205163017e-05,0.01,0.34,
6900.0,0.8955000042915344,5.332016367214847e-05,0.01,0.345,
7000.0,0.8932999968528748,5.3185234566531895e-05,0.01,0.35,
7100.0,0.8964999914169312,5.322636201820133e-05,0.01,0.355,
7200.0,0.8978999853134155,5.314251585094878e-05,0.01,0.36,
7300.0,0.8966999650001526,5.3237721413898886e-05,0.01,0.365,
