iteration,accuracy,loss,lr,progress,timestamp
0.0,0.07349999994039536,0.00024724742488037315,0.01,0.0,
100.0,0.7337999939918518,0.000144459354567941,0.01,0.005,
200.0,0.7622999548912048,0.00013475293636991634,0.01,0.01,
300.0,0.772599995136261,0.00013267660270691593,0.01,0.015,
400.0,0.7791999578475952,0.00013087841228428567,0.01,0.02,
500.0,0.7838999629020691,0.00013070993454392688,0.01,0.025,
600.0,0.7854999899864197,0.0001306528292932681,0.01,0.03,
700.0,0.7904999852180481,0.0001307394916637258,0.01,0.035,
800.0,0.7932999730110168,0.00012961244876721748,0.01,0.04,
900.0,0.7935000061988831,0.00013141687377326092,0.01,0.045,
1000.0,0.7955999970436096,0.00013060599722530553,0.01,0.05,
1100.0,0.7985999584197998,0.00012987866373139988,0.01,0.055,
1200.0,0.8008999824523926,0.00012923512824163758,0.01,0.06,
1300.0,0.8019999861717224,0.00012935698897966112,0.01,0.065,
1400.0,0.8032999634742737,0.0001294225829079039,0.01,0.07,
1500.0,0.804099977016449,0.00013000317379215993,0.01,0.075,
1600.0,0.8054999709129333,0.00012984438653571327,0.01,0.08,
1700.0,0.8039999604225159,0.00013070665802582826,0.01,0.085,
1800.0,0.8060999512672424,0.00013043298716814097,0.01,0.09,
1900.0,0.8050999641418457,0.0001303568741749735,0.01,0.095,
2000.0,0.8073999881744385,0.00012983022951757364,0.01,0.1,
2100.0,0.8077999949455261,0.00012950288138741754,0.01,0.105,
2200.0,0.8062999844551086,0.00013130530484882158,0.01,0.11,
2300.0,0.8068000078201294,0.00013035741584369504,0.01,0.115,
2400.0,0.8086999654769897,0.00012870158954298835,0.01,0.12,
2500.0,0.8095999956130981,0.0001289307320214328,0.01,0.125,
2600.0,0.8109999895095825,0.0001288116508640421,0.01,0.13,
2700.0,0.8101999759674072,0.00012828827431183475,0.01,0.135,
2800.0,0.8107999563217163,0.0001290024814655761,0.01,0.14,
2900.0,0.809499979019165,0.00013005405138674333,0.01,0.145,
3000.0,0.8098999857902527,0.00012975075923243138,0.01,0.15,
3100.0,0.8121999502182007,0.0001274676440270999,0.01,0.155,
3200.0,0.8118999600410461,0.00012955215056063935,0.01,0.16,
3300.0,0.8120999932289124,0.0001288311149139727,0.01,0.165,
3400.0,0.8105999827384949,0.00012910474501818476,0.01,0.17,
3500.0,0.8112999796867371,0.00012766877604079925,0.01,0.175,
3600.0,0.8116999864578247,0.00012814787419139248,0.01,0.18,
3700.0,0.8136999607086182,0.00012718207145998663,0.01,0.185,
3800.0,0.8136999607086182,0.00012777785250492595,0.01,0.19,
3900.0,0.8118999600410461,0.00012834717462150875,0.01,0.195,
4000.0,0.8133999705314636,0.00012670232876869548,0.01,0.2,
4100.0,0.8126999735832214,0.00012888267483626036,0.01,0.205,
4200.0,0.8136000037193298,0.00012707918245711576,0.01,0.21,
4300.0,0.8137999773025513,0.00012737635812400827,0.01,0.215,
4400.0,0.8126999735832214,0.00012821385163750646,0.01,0.22,
4500.0,0.8150999546051025,0.00012723223957378086,0.01,0.225,
4600.0,0.8145999908447266,0.00012639932781264071,0.01,0.23,
4700.0,0.8137999773025513,0.00012771186461961234,0.01,0.235,
4800.0,0.8141999840736389,0.00012707949727874964,0.01,0.24,
4900.0,0.8130999803543091,0.00012946134339073012,0.01,0.245,
5000.0,0.8143999576568604,0.0001279749584384237,0.01,0.25,
5100.0,0.8138999938964844,0.0001278387145719841,0.01,0.255,
5200.0,0.8138999938964844,0.0001282670441691614,0.01,0.26,
5300.0,0.8147000074386597,0.00012781363257981034,0.01,0.265,
5400.0,0.8151999711990356,0.00012742124709994628,0.01,0.27,
5500.0,0.8138999938964844,0.0001279147291471353,0.01,0.275,
5600.0,0.8152999877929688,0.00012627815352287512,0.01,0.28,
5700.0,0.8144999742507935,0.00012732835646402107,0.01,0.285,
5800.0,0.8148999810218811,0.00012702862393920573,0.01,0.29,
5900.0,0.8157999515533447,0.00012608144459050794,0.01,0.295,
6000.0,0.8158999681472778,0.00012617163051753432,0.01,0.3,
6100.0,0.8156999945640564,0.0001273360388284633,0.01,0.305,
6200.0,0.8129000067710876,0.0001277320267433805,0.01,0.31,
6300.0,0.8159999847412109,0.0001255196068239654,0.01,0.315,
6400.0,0.8159999847412109,0.00012606776850901375,0.01,0.32,
6500.0,0.8156999945640564,0.00012679321682741666,0.01,0.325,
6600.0,0.8158999681472778,0.00012612523172668774,0.01,0.33,
6700.0,0.8155999779701233,0.00012635099974843655,0.01,0.335,
6800.0,0.8163999915122986,0.00012623548230451207,0.01,0.34,
6900.0,0.8151999711990356,0.00012690054676681528,0.01,0.345,
7000.0,0.8158999681472778,0.00012638562119304442,0.01,0.35,
7100.0,0.814799964427948,0.0001270274869414662,0.01,0.355,
7200.0,0.8154000043869019,0.00012605828505500563,0.01,0.36,
7300.0,0.8150999546051025,0.00012756660738519758,0.01,0.365,
7400.0,0.8163999915122986,0.00012649747142882617,0.01,0.37,
7500.0,0.8173999786376953,0.0001247775963595789,0.01,0.375,
7600.0,0.8168999552726746,0.0001252833616505466,0.01,0.38,
7700.0,0.8158999681472778,0.00012605710889578936,0.01,0.385,
