iteration,accuracy,loss,lr,progress,timestamp
0.0,0.08179999887943268,0.0002444006382514267,0.01,0.0,
100.0,0.7975999712944031,0.00010577741397982668,0.01,0.005,
200.0,0.8425999879837036,6.837733660032868e-05,0.01,0.01,
300.0,0.8642999529838562,5.8775264487005064e-05,0.01,0.015,
400.0,0.8728999495506287,5.363001096425324e-05,0.01,0.02,
500.0,0.87909996509552,5.045944456636058e-05,0.01,0.025,
600.0,0.8830999732017517,4.839439919780417e-05,0.01,0.03,
700.0,0.8860999941825867,4.673356889356906e-05,0.01,0.035,
800.0,0.8881999850273132,4.54487331570786e-05,0.01,0.04,
900.0,0.8912999629974365,4.429228616784047e-05,0.01,0.045,
1000.0,0.8934999704360962,4.345501842108812e-05,0.01,0.05,
1100.0,0.8947999477386475,4.26997494473575e-05,0.01,0.055,
1200.0,0.8958999514579773,4.215572517581407e-05,0.01,0.06,
1300.0,0.8962000012397766,4.160237089955115e-05,0.01,0.065,
1400.0,0.8973000049591064,4.114035048222952e-05,0.01,0.07,
1500.0,0.8983999490737915,4.0780237959756594e-05,0.01,0.075,
1600.0,0.9002999663352966,4.037418757546369e-05,0.01,0.08,
1700.0,0.9002999663352966,4.0076917016671034e-05,0.01,0.085,
1800.0,0.9007999897003174,3.985623254077895e-05,0.01,0.09,
1900.0,0.9031999707221985,3.9573103293854646e-05,0.01,0.095,
2000.0,0.902899980545044,3.9303637902424323e-05,0.01,0.1,
2100.0,0.9036999940872192,3.908093678598991e-05,0.01,0.105,
2200.0,0.9021999835968018,3.895789224771841e-05,0.01,0.11,
2300.0,0.9030999541282654,3.875424192116124e-05,0.01,0.115,
2400.0,0.9027999639511108,3.859239212219517e-05,0.01,0.12,
2500.0,0.9044999480247498,3.832155956366136e-05,0.01,0.125,
2600.0,0.9050999879837036,3.8255205736621165e-05,0.01,0.13,
2700.0,0.9042999744415283,3.823469183455731e-05,0.01,0.135,
2800.0,0.9049999713897705,3.809097385589473e-05,0.01,0.14,
2900.0,0.9053999781608582,3.797263440050772e-05,0.01,0.145,
3000.0,0.905299961566925,3.790079158640386e-05,0.01,0.15,
3100.0,0.9050999879837036,3.781840118473095e-05,0.01,0.155,
3200.0,0.9056999683380127,3.770658100813771e-05,0.01,0.16,
3300.0,0.9052000045776367,3.757757407161333e-05,0.01,0.165,
3400.0,0.9055999517440796,3.750375597288921e-05,0.01,0.17,
3500.0,0.9073999524116516,3.740361657847105e-05,0.01,0.175,
3600.0,0.9062999486923218,3.732296552247838e-05,0.01,0.18,
3700.0,0.9067999720573425,3.71891825537213e-05,0.01,0.185,
3800.0,0.9062999486923218,3.7033368089111785e-05,0.01,0.19,
3900.0,0.905299961566925,3.7154921169238534e-05,0.01,0.195,
4000.0,0.9079999923706055,3.699441659364637e-05,0.01,0.2,
4100.0,0.9067999720573425,3.6901074482270155e-05,0.01,0.205,
4200.0,0.9083999991416931,3.682225202088092e-05,0.01,0.21,
4300.0,0.905299961566925,3.68308094131131e-05,0.01,0.215,
4400.0,0.9077999591827393,3.673690084345911e-05,0.01,0.22,
4500.0,0.9088999629020691,3.6789891243165175e-05,0.01,0.225,
4600.0,0.9061999917030334,3.659476874218647e-05,0.01,0.23,
4700.0,0.909500002861023,3.6507810693035856e-05,0.01,0.235,
4800.0,0.9077000021934509,3.662457416838896e-05,0.01,0.24,
4900.0,0.9065999984741211,3.64261419283352e-05,0.01,0.245,
5000.0,0.9075999855995178,3.654703310834491e-05,0.01,0.25,
5100.0,0.9078999757766724,3.646759491739224e-05,0.01,0.255,
5200.0,0.9073999524116516,3.6460759174195446e-05,0.01,0.26,
5300.0,0.9088999629020691,3.6380441221713876e-05,0.01,0.265,
5400.0,0.9075999855995178,3.6381634319089296e-05,0.01,0.27,
5500.0,0.9084999561309814,3.636440651894373e-05,0.01,0.275,
5600.0,0.9077000021934509,3.6218626541099456e-05,0.01,0.28,
5700.0,0.9089999794960022,3.618701925961387e-05,0.01,0.285,
5800.0,0.9089999794960022,3.6149910880375544e-05,0.01,0.29,
5900.0,0.9101999998092651,3.614588128829278e-05,0.01,0.295,
6000.0,0.9095999598503113,3.605701799839752e-05,0.01,0.3,
6100.0,0.9106000065803528,3.619151322278675e-05,0.01,0.305,
6200.0,0.9099999666213989,3.612225670848475e-05,0.01,0.31,
6300.0,0.9097999930381775,3.609475022809985e-05,0.01,0.315,
6400.0,0.9093999862670898,3.604776729235203e-05,0.01,0.32,
6500.0,0.909500002861023,3.605316561969488e-05,0.01,0.325,
6600.0,0.9085999727249146,3.604767463007956e-05,0.01,0.33,
6700.0,0.9096999764442444,3.607301649526217e-05,0.01,0.335,
6800.0,0.9090999960899353,3.607330632139744e-05,0.01,0.34,
6900.0,0.9106999635696411,3.5989507841197396e-05,0.01,0.345,
7000.0,0.9109999537467957,3.5954456646069226e-05,0.01,0.35,
7100.0,0.9106999635696411,3.6005448400134614e-05,0.01,0.355,
7200.0,0.9099999666213989,3.594700640156818e-05,0.01,0.36,
7300.0,0.9111999869346619,3.593095962820799e-05,0.01,0.365,
7400.0,0.910099983215332,3.599198066886413e-05,0.01,0.37,
7500.0,0.9079999923706055,3.608977283191726e-05,0.01,0.375,
7600.0,0.9097999930381775,3.596422318874019e-05,0.01,0.38,
7700.0,0.9106999635696411,3.5971419941894984e-05,0.01,0.385,
7800.0,0.9110999703407288,3.585800918420515e-05,0.01,0.39,
7900.0,0.909500002861023,3.585249063384275e-05,0.01,0.395,
8000.0,0.9102999567985535,3.580404893701507e-05,0.01,0.4,
8100.0,0.9106000065803528,3.5825119394906624e-05,0.01,0.405,
8200.0,0.9095999598503113,3.574227536769464e-05,0.01,0.41,
8300.0,0.9113999605178833,3.576499893179716e-05,0.01,0.415,
8400.0,0.9091999530792236,3.5852884023363954e-05,0.01,0.42,
8500.0,0.911300003528595,3.567430345425907e-05,0.01,0.425,
8600.0,0.910099983215332,3.574545747473645e-05,0.01,0.43,
8700.0,0.9095999598503113,3.576877939237116e-05,0.01,0.435,
8800.0,0.9107999801635742,3.571854735070049e-05,0.01,0.44,
8900.0,0.910099983215332,3.5745113422443025e-05,0.01,0.445,
9000.0,0.9104999899864197,3.570940958702961e-05,0.01,0.45,
9100.0,0.9102999567985535,3.563109459648159e-05,0.01,0.455,
9200.0,0.9103999733924866,3.5685547597206445e-05,0.01,0.46,
9300.0,0.911799967288971,3.564517387924449e-05,0.01,0.465,
9400.0,0.9113999605178833,3.563733932372564e-05,0.01,0.47,
9500.0,0.9111999869346619,3.565729829680526e-05,0.01,0.475,
9600.0,0.911300003528595,3.572296060803186e-05,0.01,0.48,
9700.0,0.9098999500274658,3.565607077985141e-05,0.01,0.485,
9800.0,0.9090999960899353,3.565669501397302e-05,0.01,0.49,
9900.0,0.9111999869346619,3.555660017720823e-05,0.01,0.495,
10000.0,0.9110999703407288,3.5492684953016416e-05,0.01,0.5,
10100.0,0.9104999899864197,3.5476009203748614e-05,0.01,0.505,
10200.0,0.9110999703407288,3.554851805842819e-05,0.01,0.51,
10300.0,0.9102999567985535,3.554094458990802e-05,0.01,0.515,
10400.0,0.9113999605178833,3.5472269024361024e-05,0.01,0.52,
10500.0,0.911799967288971,3.564144833842493e-05,0.01,0.525,
10600.0,0.9113999605178833,3.557867083515575e-05,0.01,0.53,
10700.0,0.9106999635696411,3.565975464342744e-05,0.01,0.535,
10800.0,0.9099999666213989,3.5644331320450086e-05,0.01,0.54,
10900.0,0.9108999967575073,3.55498694006087e-05,0.01,0.545,
11000.0,0.9103999733924866,3.5609968220301376e-05,0.01,0.55,
11100.0,0.9114999771118164,3.556554302123045e-05,0.01,0.555,
11200.0,0.911300003528595,3.564034655067189e-05,0.01,0.56,
11300.0,0.9114999771118164,3.566755217986193e-05,0.01,0.565,
11400.0,0.9106999635696411,3.5599799509406714e-05,0.01,0.57,
11500.0,0.9107999801635742,3.5521797050108905e-05,0.01,0.575,
11600.0,0.9103999733924866,3.560930812388154e-05,0.01,0.58,
